"component","origin","license","copyright"
"com.github.DataDog/dd-otel-host-profiler","git+https://github.com/DataDog/dd-otel-host-profiler","['Apache-2.0']","['Datadog, Inc.']"
"github.com/AdaLogics/go-fuzz-headers","https://github.com/AdaLogics/go-fuzz-headers","['Apache-2.0']","['Copyright 2023 The go-fuzz-headers']"
"github.com/AdamKorcz/go-118-fuzz-build","https://github.com/AdamKorcz/go-118-fuzz-build","['Apache-2.0']","['AdamKorcz']"
"github.com/DataDog/datadog-go/v5","https://github.com/DataDog/datadog-go/tree/master/v5","['MIT']","[' Copyright 2013 Ooyala', ' Inc', ' Inc.', 'Copyright (c) 2015 Datadog']"
"github.com/DataDog/dd-otel-host-profiler","https://github.com/DataDog/dd-otel-host-profiler","['Apache-2.0']","['Datadog, Inc.']"
"github.com/DataDog/gostackparse","https://github.com/DataDog/gostackparse","['Apache-2.0 AND BSD-3-Clause']","[' Copyright (c) 2021-Present', ' Copyright 2016 Datadog', ' Copyright 2021 Datadog', ' Datadog <info@datadoghq.com>', ' Inc.', 'Copyright (c) 2016-Present']"
"github.com/DataDog/jsonapi","https://github.com/DataDog/jsonapi","['Apache-2.0']","[' Inc.', 'Copyright 2022-Present Datadog']"
"github.com/DataDog/opentelemetry-ebpf-profiler","https://github.com/DataDog/opentelemetry-ebpf-profiler","['Apache-2.0']","['Caleb Spare', 'Cloudflare', 'Elasticsearch B.V.', 'Florian Bernd', 'Free Software Foundation, Inc.', 'Google Inc.', 'Jeff Wendling', 'Jeroen Simonetti', 'Joel Honer', 'Josh Bleecher Snyder', 'Klaus Post', 'Matt Layher', 'Nathan Sweet', 'Simon Eskildsen', 'The Go Authors', 'The GoGo Authors', 'Uber Technologies, Inc.', 'Yann Collet', 'gRPC', 'json-iterator', 'the Free Software Foundation']"
"github.com/DataDog/zstd","https://github.com/DataDog/zstd","['BSD-2-Clause AND BSD-3-Clause']","[' Copyright (c) 2013-2015', ' Copyright (c) 2013-2016', ' Copyright (c) 2014-2015', ' Copyright (c) 2014-2016', ' Copyright (c) 2015', ' Copyright (c) 2015-2016', ' Copyright (c) 2016', ' Copyright (c) 2016 Tino Reichardt', ' Copyright (c) Meta Platforms', ' Copyright (c) Yann Collet', ' Copyright (c) Yann Collet - Meta Platforms', ' Datadog <info@datadoghq.com>', ' Inc', ' Inc. and affiliates', ' Meta Platforms', ' Yann Collet', 'Copyright (c) 2003-2008 Yuta Mori']"
"github.com/Microsoft/go-winio","https://github.com/Microsoft/go-winio","['MIT']","[' Copyright 2013 The Go Authors', 'Copyright (c) 2015 Microsoft']"
"github.com/Microsoft/hcsshim","https://github.com/Microsoft/hcsshim","['MIT']","[' Copyright (c) 2018 Microsoft Corp.', ' Copyright 2012-2015 Docker', ' Copyright 2014 Docker', ' Inc.', 'Copyright (c) 2015 Microsoft']"
"github.com/cespare/xxhash/v2","https://github.com/cespare/xxhash/tree/main/v2","['MIT']","['Copyright (c) 2016 Caleb Spare']"
"github.com/cilium/ebpf","https://github.com/cilium/ebpf","['MIT']","[' 2019 Cloudflare', ' Copyright (c) 2017 Nathan Sweet', ' Copyright (c) 2018', ' Copyright (c) 2019', ' Copyright 2009 The Go Authors', ' Inc.', 'Copyright (c) 2015-2017 Cloudflare']"
"github.com/containerd/cgroups","https://github.com/containerd/cgroups","['Apache-2.0']","['containerd']"
"github.com/containerd/containerd","https://github.com/containerd/containerd","['Apache-2.0 AND CC-BY-4.0']","[' Copyright (c) Docker/Moby authors', ' Copyright 2012-2015 Docker', ' Copyright 2012-2017 Docker', ' Copyright 2015 The Kubernetes Authors', ' Copyright 2016 The Kubernetes Authors', ' Copyright 2017 The Kubernetes Authors', ' Copyright 2018 CNI authors', ' Copyright 2018 The Kubernetes Authors', ' Copyright 2020 The Kubernetes Authors', ' Copyright 2021 ADA Logics Ltd', ' Copyright 2022 ADA Logics Ltd', ' Inc.', 'Copyright (c) 2009 The Go Authors']"
"github.com/containerd/containerd/api","https://github.com/containerd/containerd/tree/main/api","['Apache-2.0']","[' The GoGo Authors', 'Copyright (c) 2013']"
"github.com/containerd/continuity","https://github.com/containerd/continuity","['Apache-2.0']","[' Inc.', 'Copyright 2013-2018 Docker']"
"github.com/containerd/errdefs","https://github.com/containerd/errdefs","['Apache-2.0']","['containerd']"
"github.com/containerd/fifo","https://github.com/containerd/fifo","['Apache-2.0']","['containerd']"
"github.com/containerd/log","https://github.com/containerd/log","['Apache-2.0']","['containerd']"
"github.com/containerd/platforms","https://github.com/containerd/platforms","['Apache-2.0']","['containerd']"
"github.com/containerd/ttrpc","https://github.com/containerd/ttrpc","['Apache-2.0']","['containerd']"
